       Memory Used RSA         Memory Used ECC     Encryption Time RSA     Encryption Time ECC     Decryption Time RSA     Decryption Time ECC            CPU Usage RSA            CPU Usage ECC
----------------------  ----------------------  ----------------------  ----------------------  ----------------------  ----------------------  -----------------------  -----------------------
0.00457763671875000000  0.00050354003906250000  0.00800347328186035156  0.01400113105773925781  0.08299493789672851562  0.00100040435791015625  13.00000000000000000000  12.50000000000000000000
0.00000381469726562500  0.00000381469726562500  0.00600051879882812500  0.01500463485717773438  0.08399939537048339844  0.00099420547485351562  18.80000000000000071054  25.00000000000000000000
0.00000000000000000000  0.00000000000000000000  0.00699996948242187500  0.01299977302551269531  0.08500099182128906250  0.00199985504150390625  17.69999999999999928946   8.30000000000000071054
0.00000000000000000000  0.00000000000000000000  0.00700235366821289062  0.01399993896484375000  0.08499860763549804688  0.00099825859069824219  17.69999999999999928946  25.00000000000000000000
0.00000000000000000000  0.00000000000000000000  0.00699806213378906250  0.01300096511840820312  0.08399891853332519531  0.00200152397155761719  14.80000000000000071054  25.00000000000000000000
0.00000000000000000000  0.00000000000000000000  0.00599789619445800781  0.01300001144409179688  0.08599662780761718750  0.00199961662292480469  16.69999999999999928946  37.50000000000000000000
0.00000000000000000000  0.00000000000000000000  0.00700163841247558594  0.01499915122985839844  0.08599829673767089844  0.00100064277648925781  18.80000000000000071054  12.50000000000000000000
0.00000000000000000000  0.00000000000000000000  0.00700116157531738281  0.01300072669982910156  0.08299994468688964844  0.00099921226501464844  13.90000000000000035527  12.50000000000000000000
0.00000000000000000000  0.00000000000000000000  0.00699925422668457031  0.01499629020690917969  0.08400177955627441406  0.00099897384643554688  12.50000000000000000000  43.79999999999999715783
0.00000000000000000000  0.00000000000000000000  0.00699853897094726562  0.01299977302551269531  0.08300089836120605469  0.00200009346008300781  17.89999999999999857891  12.50000000000000000000
0.00000000000000000000  0.00000000000000000000  0.00800633430480957031  0.01300024986267089844  0.08799195289611816406  0.00199937820434570312  20.00000000000000000000  18.80000000000000071054
0.00000000000000000000  0.00000000000000000000  0.00599980354309082031  0.01500177383422851562  0.08500027656555175781  0.00099873542785644531  17.50000000000000000000  37.50000000000000000000
0.00001144409179687500  0.00000762939453125000  0.00599980354309082031  0.01399803161621093750  0.08500027656555175781  0.00199985504150390625  18.80000000000000071054  43.79999999999999715783
0.00000000000000000000  0.00000000000000000000  0.00799155235290527344  0.01299929618835449219  0.08599472045898437500  0.00100040435791015625  34.00000000000000000000  12.50000000000000000000
0.00000000000000000000  0.00000000000000000000  0.00700020790100097656  0.01299858093261718750  0.08399772644042968750  0.00099992752075195312  16.69999999999999928946  16.69999999999999928946
0.00000381469726562500  0.00000000000000000000  0.00700020790100097656  0.01300001144409179688  0.08299922943115234375  0.00199985504150390625  18.10000000000000142109  12.50000000000000000000
0.00000000000000000000  0.00002670288085937500  0.00599956512451171875  0.01299905776977539062  0.08300018310546875000  0.00200057029724121094  12.50000000000000000000  25.00000000000000000000
0.00001144409179687500  0.00000381469726562500  0.00900411605834960938  0.01399946212768554688  0.08699917793273925781  0.00200009346008300781  34.00000000000000000000  25.00000000000000000000
0.00000000000000000000  0.00000000000000000000  0.00800085067749023438  0.01600170135498046875  0.08400177955627441406  0.00099849700927734375  18.80000000000000071054  27.30000000000000071054
0.00000000000000000000  0.00000000000000000000  0.00700116157531738281  0.01400184631347656250  0.08699965476989746094  0.00199818611145019531  24.80000000000000071054  12.50000000000000000000
0.00000762939453125000  0.00000000000000000000  0.00800037384033203125  0.01399707794189453125  0.10499811172485351562  0.00099968910217285156  61.50000000000000000000  50.00000000000000000000
0.00000000000000000000  0.00000000000000000000  0.00700044631958007812  0.01400113105773925781  0.08699846267700195312  0.00200033187866210938  19.80000000000000071054  25.00000000000000000000
0.00000381469726562500  0.00000000000000000000  0.00700068473815917969  0.01699614524841308594  0.08499956130981445312  0.00099873542785644531  18.80000000000000071054  50.00000000000000000000
0.00000381469726562500  0.00000000000000000000  0.00799870491027832031  0.01299953460693359375  0.08399939537048339844  0.00100207328796386719  17.50000000000000000000  12.50000000000000000000
0.00000000000000000000  0.00000000000000000000  0.00700116157531738281  0.01299905776977539062  0.08499932289123535156  0.00200271606445312500  13.80000000000000071054  12.50000000000000000000
0.00000000000000000000  0.00000000000000000000  0.00700020790100097656  0.01299834251403808594  0.08299922943115234375  0.00099992752075195312  12.50000000000000000000  31.19999999999999928946
0.00000000000000000000  0.00000000000000000000  0.00699901580810546875  0.01299786567687988281  0.08300018310546875000  0.00200152397155761719  16.19999999999999928946  37.50000000000000000000
0.00000000000000000000  0.00000000000000000000  0.00599598884582519531  0.01699972152709960938  0.08400058746337890625  0.00199913978576660156  24.69999999999999928946  50.00000000000000000000
0.00002288818359375000  0.00001144409179687500  0.00700044631958007812  0.01499629020690917969  0.08599948883056640625  0.00199961662292480469  22.19999999999999928946  37.50000000000000000000
0.00000381469726562500  0.00000000000000000000  0.00700211524963378906  0.01300048828125000000  0.08399701118469238281  0.00200104713439941406  25.00000000000000000000  25.00000000000000000000
0.00000000000000000000  0.00000000000000000000  0.00700044631958007812  0.01300191879272460938  0.08300352096557617188  0.00199985504150390625  18.80000000000000071054  12.50000000000000000000
0.00000000000000000000  0.00000000000000000000  0.00700211524963378906  0.01300024986267089844  0.08399868011474609375  0.00100040435791015625  12.50000000000000000000  12.50000000000000000000
0.00000381469726562500  0.00000000000000000000  0.00700259208679199219  0.01299738883972167969  0.08599758148193359375  0.00199985504150390625  18.19999999999999928946  12.50000000000000000000
0.00001144409179687500  0.00000000000000000000  0.00699996948242187500  0.01499915122985839844  0.08500075340270996094  0.00199913978576660156  18.10000000000000142109  37.50000000000000000000
0.00000762939453125000  0.00000381469726562500  0.00699567794799804688  0.01300096511840820312  0.08500051498413085938  0.00200080871582031250  29.69999999999999928946  14.30000000000000071054
0.00000381469726562500  0.00000000000000000000  0.00900077819824218750  0.01700234413146972656  0.08499789237976074219  0.00199937820434570312  24.69999999999999928946  52.89999999999999857891
0.00000000000000000000  0.00000000000000000000  0.00700068473815917969  0.01199769973754882812  0.08300018310546875000  0.00200033187866210938  13.50000000000000000000  15.40000000000000035527
0.00000000000000000000  0.00000000000000000000  0.00699853897094726562  0.01600146293640136719  0.08500146865844726562  0.00200366973876953125  17.89999999999999857891  37.50000000000000000000
0.00001144409179687500  0.00001144409179687500  0.00700116157531738281  0.01299858093261718750  0.08999967575073242188  0.00200009346008300781  31.69999999999999928946  37.50000000000000000000
0.00000000000000000000  0.00000000000000000000  0.00700068473815917969  0.01499724388122558594  0.10299849510192871094  0.00199794769287109375  36.79999999999999715783  44.39999999999999857891
0.00000381469726562500  0.00000381469726562500  0.00699806213378906250  0.01300191879272460938  0.08499908447265625000  0.00099873542785644531  20.30000000000000071054  12.50000000000000000000
0.00001144409179687500  0.00000000000000000000  0.00800323486328125000  0.01400113105773925781  0.08899569511413574219  0.00199890136718750000  23.39999999999999857891  77.79999999999999715783
0.00001144409179687500  0.00000381469726562500  0.00700044631958007812  0.01299977302551269531  0.08499813079833984375  0.00200009346008300781  21.60000000000000142109  12.50000000000000000000
